recall_id,sum,mbits_to_chars,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122
11,163.39,0.1,"The story revolves around the narrator and three friends who first became acquainted as high school athletes attending different schools before becoming friends in college in 1949. The narrator is from a farm, while his friends are city dwellers. They often visited the narrator's farm for hunting trips, although the narrator was never particularly interested in hunting. One day, the group decided to go on a bear hunting trip to Canada. The narrator was reluctant but eventually agreed to go along. After traveling a great distance by plane, canoe, and on foot, they reached a remote cabin in the Canadian wilderness. Despite their initial excitement, the spooky surroundings made everyone hesitant about venturing out to hunt bears. They spent several days inside playing cards and avoiding the hunt, until they realized they needed to return with a bear to avoid ridicule back home. To decide who would go bear hunting, they drew cards, and unsurprisingly, the hesitant narrator drew the high card. Out he went into the woods alone, feeling uneasy about the task. Eventually, he encountered a massive bear, but when he tried to shoot, he realized his gun wasn’t loaded. As the bear charged at him, the narrator ran back to the cabin, just barely outrunning the bear. In a quick maneuver, he led the bear into the cabin and closed the door behind it, leaving the bear inside for his friends to deal with, while jokingly claiming he'd find another bear. The narrator humorously concludes, noting that in the thirty years since this adventure, his friends never invited him on another hunting trip.",7.72,11.08,1.78,0.6,1.2,4.49,12.6,0.43,-3.68,1.51,0.97,6.49,3.74,5.1,5.73,0.56,-6.16,0.56,9.67,-0.78,0.08,-1.76,1.16,1.2,0.72,-0.12,1.64,-0.75,8.11,0.69,0.76,0.96,1.39,1.94,-0.14,-0.28,-3.5,-1.46,-0.15,1.74,3.04,0.12,3.54,1.36,-2.3,2.52,-1.71,4.61,-0.46,3.72,-1.6,5.73,1.08,-1.42,-0.81,0.63,7.57,2.39,2.71,0.41,0.17,0.09,-0.37,-0.5,0.67,-0.3,-0.61,0.75,3.39,1.32,2.87,2.35,1.35,-0.28,0.22,4.4,2.86,0.52,-0.75,-1.01,1.7,-0.51,1.67,1.72,0.11,2.83,0.75,1.23,0.08,0.24,-0.13,0.24,0.36,1.17,2.12,0.33,0.11,-0.02,-0.47,0.48,0.48,-1.54,-0.22,0.68,0.34,0.47,-2.58,0.26,-0.67,0.09,-1.24,3.39,3.11,3.84,-0.47,2.22,-0.97,8.54,6.65,0.38,0.0,2.51
18,164.11,0.11,"The narrator shares a humorous story about a hunting trip with three college friends from 1949. They all became friends after enrolling in the same college, despite having been acquainted as high school athletes from different schools. While the narrator grew up on a farm and wasn't particularly fond of hunting, his city-dwelling friends enjoyed visiting the farm for outdoor activities like rabbit and squirrel hunting. Eventually, one of the friends proposed a bear hunting trip in Canada, which the narrator reluctantly joined. After a lengthy journey by plane, canoe, and on foot, they reached a rented cabin in a spooky part of the north woods. Despite initial enthusiasm, none of the friends, including the narrator, wanted to venture outside to hunt bears due to the intimidating environment. Facing the pressure of returning home without a bear, they decided to draw cards to see who would go hunting. The narrator, who was least interested in the trip, drew the high card and had to go out. During his reluctant expedition, he encountered a large bear but realized he had forgotten to load his gun. The bear chased him back to the cabin, where the narrator cleverly led the bear inside and shut the door, leaving it to his friends to deal with. Despite the adventure being 30 years ago, the friends humorously acknowledged the narrator's contribution to the hunt, though they never invited him on another hunting trip.",8.14,12.7,3.56,-1.08,1.73,4.69,13.1,2.75,-0.55,1.03,1.1,6.18,3.03,1.27,7.39,-0.02,-5.36,9.14,6.89,2.0,0.75,-0.95,0.7,3.0,1.0,-0.54,1.72,-0.61,9.14,1.94,0.31,-0.4,1.73,1.74,-1.29,-0.4,-4.99,-1.6,-0.13,1.83,2.42,0.46,3.53,0.99,3.78,1.26,-2.18,4.6,0.0,1.73,-1.74,9.0,-0.02,-0.38,-0.55,2.23,7.78,-0.93,-2.59,0.14,0.1,0.82,-0.3,0.07,1.12,0.43,-0.7,-0.23,1.5,1.85,-0.04,0.97,-0.05,-0.63,0.76,4.61,2.25,0.11,-0.79,-1.17,2.66,-1.81,1.29,2.2,-0.77,1.83,0.56,1.15,0.42,-0.08,-0.85,0.65,-0.72,1.23,3.96,0.86,1.32,-0.73,0.2,0.34,0.47,-1.1,-0.5,0.33,0.04,1.74,-1.55,-0.18,-0.43,0.01,-0.94,2.9,3.82,4.3,-0.44,2.67,-1.51,0.51,6.75,2.2,-0.75,1.21
6,166.36,0.1,"The story revolves around the narrator and three friends, all of whom first became acquainted during their high school years as athletes attending different schools. They truly became friends after all enrolling at the same college in 1949. three being city dwellers and the narrator hailing from a farm— they formed a close bond. The friends often visited the narrator’s farm, partaking in hunting trips, despite the narrator’s lack of enthusiasm for hunting. After several years of these small hunting outings, one of the friends proposed a bear hunting trip in Canada, an idea that didn't thrill the narrator, who reluctantly agreed to join. They embarked on a lengthy journey by airplane, canoe, and finally on foot to reach a remote cabin deep in the Canadian wilderness. Once there, the daunting atmosphere of the woods dampened everyone's enthusiasm for bear hunting. Instead, they spent a few days playing cards and avoiding nighttime excursions. Eventually, the group realized they needed to return with a bear or face ridicule back home. They decided to draw cards to determine who would venture out, and, unsurprisingly, the reluctant narrator drew the high card. He set out with a gun into the woods, feeling uneasy. After a while, he encountered an enormous bear but, in a comical twist, discovered he had forgotten to load his gun. The bear charged, prompting the narrator to flee back to the cabin. He shouted for the cabin door to be opened and, in a quick maneuver, led the bear inside and shut the door behind it, telling his friends they had their bear. The story concludes with the narrator reflecting that, despite fulfilling his part of the deal thirty years prior, his friends never invited him on another hunting trip.",7.85,10.78,2.46,1.39,1.08,6.83,9.03,1.29,-0.72,0.6,0.39,6.3,3.68,3.55,6.51,-0.47,-6.06,0.16,9.1,-1.93,0.03,-2.22,0.67,2.46,2.28,-0.59,1.89,-0.98,10.08,3.21,-0.46,0.37,1.15,0.75,0.07,-0.19,-4.24,-1.72,-0.19,3.45,2.85,0.08,3.55,1.39,-2.75,2.16,-1.92,4.61,0.48,1.96,-0.79,1.92,1.41,-1.65,-0.85,0.91,6.64,2.03,3.03,-0.11,0.25,-1.36,0.32,-0.0,3.87,-0.14,-0.07,1.09,3.65,0.51,2.33,2.94,1.37,-0.6,-0.81,4.52,2.99,0.62,-0.52,-0.11,1.69,-1.25,2.99,0.6,-0.69,1.83,0.06,1.19,0.16,0.43,-0.21,-0.01,-0.85,1.09,3.57,0.02,0.59,-0.11,-0.18,0.3,0.86,-2.73,-0.51,0.81,0.07,1.61,3.71,0.68,-0.76,0.32,0.1,3.03,4.14,4.04,-0.69,2.97,-1.39,-0.69,7.15,4.34,2.76,1.88
14,166.56,0.1,"In 1949, the narrator met three friends when they all started attending the same college. Although they had been acquainted in high school through athletics, their friendship deepened after they found themselves at the same school. The narrator, a farm kid, often took the city-dwelling friends to his farm for outdoor activities like rabbit and squirrel hunting, which they enjoyed even though he personally didn't find it exciting. Years later, one of the friends suggested a bear hunting trip in Canada, which the narrator was hesitant about but reluctantly agreed to join. After a long journey involving a flight, canoeing, and hiking, they reached a secluded cabin in the Canadian woods. The intimidating wilderness deterred everyone from hunting, so for days they stayed inside, playing cards and avoiding the forest at night. Feeling pressured to return with a bear due to boasting at home, they decided to draw cards to determine who would go hunting. The narrator, who was least interested in this endeavor, drew the high card and ventured into the woods. After hours without any sightings, he encountered a massive bear. In his panic, he realized the gun was unloaded and ran back to the cabin, with the bear chasing him. In a clever move, he outpaced the bear, yelled for the door to be opened, and led the bear inside before slamming the door shut, telling his friends they could handle it while he appeared to volunteer to get another bear. Despite this harrowing yet humorous incident proving his commitment, none of his friends ever invited him hunting again in the years that followed.",6.55,13.77,3.69,-2.35,0.1,6.28,7.21,2.57,-1.76,2.71,-0.19,8.17,3.1,3.96,4.05,-0.4,-6.19,9.16,9.11,-1.03,1.69,-0.91,-2.29,2.95,0.19,-1.19,1.23,-0.14,10.05,2.59,-0.31,0.4,1.7,1.87,-0.15,-0.06,-5.71,-1.38,-0.19,2.38,2.08,0.31,3.33,0.09,-3.29,1.98,-0.85,3.86,0.08,2.06,-1.64,3.2,0.74,-1.18,-0.38,0.64,7.07,1.47,2.4,0.33,0.28,-0.22,0.26,0.19,5.59,-0.56,-0.22,-0.08,2.17,0.16,0.45,1.97,1.04,-0.66,-0.6,4.52,3.13,-0.41,-0.85,-0.53,2.27,-0.5,2.49,1.82,-0.91,3.06,2.61,0.22,0.3,-0.31,0.56,-1.25,-0.66,0.94,2.16,-1.19,0.38,-0.59,0.22,-0.19,0.63,-1.43,-0.9,0.36,0.5,1.82,3.83,0.75,-0.44,0.13,0.01,3.45,3.65,3.62,-0.88,3.73,-0.79,9.4,0.23,4.22,1.65,2.43
7,167.19,0.11,"The story is about the narrator and three friends he met in 1949 when they started college together, though they had known each other as high school athletes from different schools. They became good friends at college, despite the narrator being a farm kid and the others from the city. The city friends often visited the farm for hunting trips, although the narrator wasn't very enthusiastic about hunting. Eventually, one friend suggested a bear hunting trip to Canada, and the narrator, reluctant but wanting to remain part of the group, agreed to go. They flew to a remote area in Canada, traveled further by canoe, and finally hiked to a rented cabin deep in the woods. Once there, they realized nobody was eager to hunt bears due to the intimidating environment. After a few days of playing cards and talking, they decided to cut cards to see who would go hunt a bear. Unsurprisingly, the task fell to the narrator, the least willing participant. Alone, he ventured into the woods with a gun but neglected to load it. When he encountered a massive bear, the gun was useless, and he had no choice but to run back to the cabin with the bear in pursuit. As he neared the cabin, he called out to his friends to open the door. Once inside, he quickly dodged to the side, allowing the bear to rush into the cabin while he shut the door, leaving his friends to deal with it. He humorously declared that they could skin the bear while he went to get another, fulfilling his commitment despite the wild outcome. Since then, none of his friends have invited him on another hunting trip.",6.55,15.03,3.44,-1.1,-0.37,3.52,12.18,1.1,-3.01,1.33,1.21,8.43,2.68,2.51,6.63,1.01,-6.62,0.9,8.82,-1.92,-0.11,-2.4,4.29,2.45,0.49,0.1,1.96,-1.5,10.29,1.76,-0.21,-0.45,0.94,2.02,-0.31,-0.12,-3.68,-1.65,-0.51,1.54,3.87,0.08,3.43,0.65,-2.52,3.55,-2.53,5.08,0.4,0.92,-1.43,2.51,1.39,-1.01,-0.23,3.48,9.52,2.49,2.89,-0.29,0.3,-0.87,0.19,-0.17,-2.55,0.51,-0.71,-0.53,2.08,-1.65,-3.21,-0.7,0.07,-0.55,0.11,8.37,1.34,4.78,-0.0,-0.66,1.33,-1.32,2.3,1.03,-1.29,0.97,0.06,0.22,0.28,0.21,0.4,-0.45,-0.07,0.97,3.51,-0.03,0.34,-0.57,1.61,0.32,0.91,-1.74,-0.06,0.33,-0.17,3.21,3.3,0.59,-0.76,-0.34,0.65,6.14,5.02,3.8,-0.72,2.45,0.22,11.74,0.37,4.98,-0.19,2.02
4,173.2,0.11,"The story follows the experience of a narrator and his three friends, who met in 1949 when they started attending the same college. Previously, they had known each other as athletes from different high schools. While the narrator was a farm kid, the others were city dwellers. They frequently visited the narrator's farm to hunt rabbits and squirrels, though the narrator himself wasn't particularly interested in hunting. Eventually, the friends decided to go bear hunting in Canada, an idea the narrator was not thrilled about. Despite his reluctance, he joined them out of camaraderie. After a long journey via plane, canoe, and backpacking, they reached a remote cabin in the north woods. Once there, none of the friends were eager to hunt bears due to the eerie environment, and they spent several days staying in the cabin instead. Realizing they needed proof of their hunting trip to avoid ridicule back home, they decided to draw cards to determine who would hunt a bear. The narrator, despite his lack of enthusiasm, drew the high card and went into the woods with a gun, which he forgot to load. He encountered a massive bear and had no choice but to run back to the cabin, with the bear chasing him. The cabin door was opened just in time, and the narrator diverted, shutting the bear inside with his friends, humorously claiming he had ""delivered"" a bear for them. Reflecting on the event thirty years later, the narrator notes that his friends considered him to have fulfilled his commitment to the adventure, but they've never invited him to go hunting again.",7.09,12.95,3.26,0.38,-0.07,4.83,12.44,0.79,-2.99,1.92,0.43,6.8,3.95,5.12,6.58,0.49,-6.57,6.26,9.0,-2.28,-0.31,-2.84,1.96,2.25,0.87,-0.68,1.54,1.12,8.84,3.1,-0.37,0.16,1.14,1.47,0.46,-0.5,-3.93,-0.93,-0.48,1.49,1.86,-0.22,3.62,0.79,2.94,1.44,1.94,4.29,0.45,1.47,-1.59,3.47,0.95,-0.99,-0.65,0.58,8.47,1.43,-1.15,0.08,0.16,-0.56,0.94,-0.22,-1.28,0.09,-0.72,0.77,1.82,1.87,-0.69,1.84,1.46,-0.99,-0.76,4.52,4.6,0.67,-0.2,-0.9,0.74,-1.3,2.17,1.13,-1.19,0.79,0.58,0.61,0.23,-0.4,0.2,-2.25,-0.18,1.11,3.76,-0.45,1.07,-0.75,1.6,0.41,0.41,-1.28,-0.2,0.75,0.23,1.12,0.34,0.48,-0.54,0.66,0.01,5.35,5.28,2.7,-0.16,1.77,-2.18,0.87,7.17,12.4,0.34,3.46
15,173.59,0.11,"The story revolves around the narrator and his three friends, whom he met when they all attended the same college in 1949. They knew of each other from their high school athletics days but became close friends in college. The narrator, who grew up on a farm, often hosted his city-dwelling friends for hunting trips on his family property, although he personally didn't enjoy hunting. Eventually, his friends suggest a bear hunting trip in Canada, a venture the narrator is not keen on but goes along with due to group pressure. They travel by plane and then canoe deep into the Canadian woods to a rented cabin. Despite initially planning to hunt, the group spends several days inside the cabin, too spooked by the eerie wilderness to venture out at night. Realizing they'd return empty-handed and face ridicule, they decide to cut cards to choose who will hunt a bear. Inevitably, the narrator, the least interested in the hunt, draws the high card. Reluctantly, he goes out to hunt but forgets to load his gun. He encounters an enormous bear, which charges at him. Panicked, he runs back to the cabin, closely pursued by the bear. Upon reaching the cabin, he yells for his friends to open the door, and as he reaches it, he quickly turns aside, letting the bear barrel inside instead. He then shuts the door and, with a bit of cheek, tells his friends, ""There he is, fellows, you skin him, I'll go get another one."" The story concludes with the narrator noting that despite fulfilling his inadvertent role in the hunt, his friends have never invited him to hunt again in the thirty years since the incident.",6.1,13.69,2.45,-0.25,-2.98,5.52,8.19,0.57,-2.27,1.21,-0.07,5.98,2.45,3.68,5.04,0.29,-6.89,-0.4,10.07,-1.11,0.3,-2.35,-0.48,2.7,0.78,0.34,1.65,-1.45,8.72,2.38,-0.33,-0.23,1.75,2.07,0.05,-0.41,-3.0,-1.72,-0.21,1.74,2.19,-0.19,3.75,0.48,-2.86,-1.02,-4.83,4.03,-0.54,2.09,-1.0,3.86,0.58,-0.6,-0.31,0.64,4.84,1.72,-1.07,0.53,0.5,0.35,0.19,0.94,4.59,0.44,-1.02,0.2,0.59,2.28,-3.46,2.2,0.82,-0.53,-0.0,7.8,3.88,5.47,-0.21,0.14,2.74,-1.05,1.79,3.66,-1.56,0.82,0.52,0.29,0.16,0.58,-0.25,-2.54,-0.15,0.93,3.36,0.17,-0.16,-0.16,0.45,0.54,0.49,-1.14,-0.47,0.54,0.39,1.72,2.38,0.53,-0.64,-1.39,5.12,6.67,5.04,3.49,-0.82,11.63,2.95,13.27,7.25,2.87,-0.13,2.67
1,178.11,0.11,"The story is about the narrator and three friends who all met in 1949 when they started college together, although they were acquainted from high school sports at different schools. The narrator is a farm kid, while the others are from the city. They often visited the narrator’s farm to help with chores and go hunting, which was more thrilling for them than for the narrator, who was used to the outdoors. Years later, the friends planned a bear hunting trip in Canada. Reluctantly, the narrator agreed to go, despite having no real interest in hunting, especially bears. They flew to Canada, took a canoe trip into the remote woods, and eventually reached a cabin. Once there, none of them actually wanted to venture into the woods to hunt because it seemed too spooky. After spending days playing cards and avoiding hunting, they realized they needed to bring a bear back to avoid being mocked by others back home. They decided to draw cards to see who would go out to hunt, and the narrator, the least interested, drew the high card. Forced to go hunting, the narrator set out with a gun but forgot to load it. When a massive bear appeared, the narrator had no choice but to flee back to the cabin, yelling for the door to be opened. In a comedic turn, the bear followed right into the cabin as the narrator ran past and shut the door, telling his friends to handle the bear inside while he’d ""go get another one."" This incident was never forgotten, and although the narrator fulfilled his part of the agreement, the friends never invited him to hunt again.",7.14,13.33,3.85,-0.32,-2.57,3.4,10.02,3.16,-2.94,1.05,0.19,8.41,3.02,2.19,6.4,-0.26,2.82,2.37,6.83,5.6,3.65,-1.3,0.15,2.94,-0.39,-1.59,1.45,-1.98,8.71,2.27,-0.32,0.39,0.75,1.23,2.43,-0.26,-4.51,-1.38,-0.27,0.84,2.65,-1.1,3.54,0.19,-1.54,1.24,-2.63,4.72,0.34,0.79,-1.0,5.6,1.16,-1.45,-0.67,1.93,11.13,1.83,2.89,0.29,0.45,0.44,-0.22,-0.36,-0.63,0.06,-0.29,1.2,2.9,1.57,1.85,3.07,0.93,0.32,-0.17,4.54,2.7,-0.18,0.02,-0.53,2.65,-1.65,2.43,1.99,-1.29,0.76,0.76,0.98,0.29,0.05,-0.16,-1.5,-0.43,1.17,3.98,-0.62,-0.02,-0.66,1.49,0.12,0.53,-2.85,-0.54,0.45,0.01,1.72,4.63,1.17,-0.39,0.13,-0.21,2.24,3.25,2.73,-0.44,3.56,-0.6,10.96,1.53,3.29,-0.29,2.81
0,182.34,0.12,"The story is about the narrator and three friends he met in 1949 when they all started attending the same college after knowing each other as high school athletes from different schools. Although the narrator was from a farm and the others from the city, they bonded over hunting trips and activities on the farm. Despite not being fond of hunting, the narrator participated in these outings to be part of the group. One year, the friends decided to go on a bear hunting trip in Canada, which didn't appeal to the narrator but he joined, wanting to continue the camaraderie. After traveling extensively by plane, canoe, and on foot, they reached a rented cabin in the remote woods. However, none of them felt inclined to venture into the spooky wilderness to hunt. They spent days avoiding going outside, playing cards and relaxing instead. Realizing they needed to come home with a bear to avoid mockery from others, they decided to draw cards to determine who would hunt the bear. The narrator, who least wanted to, drew the high card and set out with reluctance. While out in the woods, he encountered a massive bear but forgot to load his gun. With the bear chasing him, he sprinted back to the cabin, narrowly escaping inside while leading the bear through the door. He cleverly shut the door, leaving the bear inside for his friends to deal with and jokingly promised to fetch another one. Remarkably, since that harrowing adventure thirty years ago, the friends have never invited him to go hunting again.",7.48,15.39,2.64,-0.45,1.42,3.66,14.47,0.78,-3.04,2.01,0.2,7.19,2.78,3.38,4.0,0.68,-2.09,2.71,9.62,-2.18,-0.78,-1.25,5.96,2.59,1.5,-0.72,1.2,0.59,7.6,5.42,0.44,-1.1,0.77,1.53,-0.36,-0.52,-4.07,-1.17,-0.23,2.67,3.0,0.12,3.41,0.75,-2.18,2.71,-1.02,4.4,0.02,0.97,-0.74,6.03,0.55,-1.23,-0.2,0.51,9.24,1.7,2.88,0.25,0.59,0.05,0.24,-0.48,0.86,0.29,-0.61,1.12,1.96,0.7,1.47,3.3,1.36,0.93,-0.31,4.42,3.18,0.97,-0.44,-0.68,2.64,-1.36,1.66,1.24,-0.99,1.87,0.53,0.66,0.15,0.06,-0.07,0.0,-0.64,1.13,4.02,0.3,1.12,-0.58,-0.38,-0.02,0.55,-1.55,-0.8,0.31,0.32,0.55,-1.49,0.14,-0.73,0.02,0.03,2.02,3.19,4.29,-0.51,1.93,-0.71,10.25,6.83,0.25,1.45,3.85
5,216.94,0.15,"The story is about the narrator and three friends he met in 1949 when they started college together, although they knew each other from different high schools where they were all athletes. The narrator was a farm kid, while his friends lived in the city. They frequently visited his farm to help with chores and enjoyed hunting, a pastime the narrator didn't particularly care for but joined in to fit in with the group. Eventually, one of the friends suggested a bear hunting trip to Canada, which the narrator reluctantly joined. After a long journey involving flights, canoeing, and backpacking, they reached a rented cabin in the north woods, where the spooky wilderness discouraged any of them from going out to hunt bears. After a few days of procrastination, they realized they’d face ridicule if they returned without a bear, so they decided to draw cards to choose a hunter. The narrator, who least wanted to be there, drew the high card and set off alone. While out in the woods, the narrator encountered a massive bear but realized he had forgotten to load his gun. With the bear chasing him, he sprinted back to the cabin, yelling for the door to be opened. In a clever move, he led the bear into the cabin and then closed the door, telling his friends they could skin it while he humorously offered to ""go get another one."" In the thirty years since that incident, despite agreeing he fulfilled his part of the deal, his friends have never invited him to go hunting again.",7.86,15.55,3.77,0.46,-0.07,3.01,9.25,0.76,-3.64,0.78,0.51,8.39,4.56,4.93,6.26,0.7,3.11,1.25,9.34,-1.11,-0.45,-1.75,6.29,2.39,1.28,-0.31,1.29,0.74,10.32,2.25,-0.24,-0.1,0.53,1.5,-0.06,-0.39,-4.87,-1.21,-0.22,2.7,1.89,-0.43,3.86,0.34,3.26,2.05,1.36,5.21,0.76,1.35,-1.52,8.24,0.84,-1.01,-1.08,0.52,6.99,2.53,-1.81,0.07,0.19,0.34,-0.02,0.09,-1.35,0.82,0.21,0.98,1.62,3.04,-2.08,2.88,0.99,-0.9,-0.12,4.74,3.78,6.7,-0.18,-0.26,3.27,-1.47,1.92,2.34,-1.04,2.21,0.44,0.78,0.4,0.2,0.6,-0.2,-0.76,1.21,3.85,0.12,0.61,-0.27,-0.16,-0.4,0.39,-2.48,-0.55,0.46,-0.06,2.56,4.57,0.44,-0.95,0.52,-0.76,3.59,4.01,3.9,-0.33,2.91,0.25,11.77,7.1,10.46,2.03,3.21
