recall_id,sum,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
mean,56.09,,20.02,3.34,1.57,3.85,7.91,1.86,0.2,2.47,-0.19,1.13,-0.37,-0.06,5.56,1.56,-0.1,0.95,0.63,5.76
60a91a7fbccaa6f7ea138a1c,6.710000000000001,Friends were on their annual trip when one of the friends decided to surprise one with the frog. The other friend was not happy with the incident and decided she would revenge on her.,5.49,2.73,-2.15,2.27,2.67,0.56,-4.43,0.23,-0.66,0.3,-0.04,-1.17,0.37,1.37,-1.17,-3.84,1.93,2.25
613b0345b71875844ee7fbe3,11.89,2 friends went away on a camping trip 1 fell in the water this was due to her seeing a frog,11.21,-0.31,-0.85,5.83,11.25,-0.89,-5.57,-1.88,-2.56,-1.63,-1.42,-0.57,1.61,-0.38,-0.67,-1.37,0.49,-0.4
60670075662d19e13a79d7e9,16.32,"Friends in a camp, something with a frog, laugh uncontrollably.",8.1,-0.22,0.86,1.88,3.06,0.46,-0.22,-0.14,-1.33,1.26,-0.18,-0.73,-0.98,-0.97,-1.39,9.56,-2.13,-0.57
5fb2808bf1937b872c6ad534,18.41,Two friends were sitting by the lakeside and one dared the other to catch a frog. The other friend refused to touch the frog that's when he was pushed into the lake.,16.63,-1.02,0.52,3.98,2.01,1.11,4.36,-1.16,0.16,-2.18,-2.97,-1.0,2.0,0.3,-0.01,-4.01,0.45,-0.76
5fc48f75214f5d8dbc69f27e,19.05,We were camping at a lake. My friend spotted a frog and was dared to catch it. They caught it. They did something to me. They'll get theirs soon enough.,12.39,1.92,-3.23,3.78,6.7,0.62,0.34,-3.38,-3.16,-0.22,-2.89,-1.19,-0.18,0.45,-0.92,-2.1,0.61,9.51
5fb3a3c38a7d5903b43c1949,19.05,Went to a summer camp with my best friend and she dared me to scoop a frog out of the water whilst I was eating my sandwiches,13.55,-1.02,1.48,2.7,5.28,0.74,2.25,6.58,-4.69,1.17,-4.1,-0.87,-0.19,1.03,0.05,-2.59,-1.81,-0.51
5e9fd839311b8018f88c99eb,22.32,my friend pushed me into the lake because she thought she spotted a frog. so she challenged to jump into the lake to catch the frog!,21.5,-3.56,1.56,4.33,15.59,-5.46,0.15,-1.27,-4.61,-0.71,-1.55,-0.97,1.78,-0.21,-0.85,-1.91,-0.47,-1.02
5d10a559017b2a000179ecb6,22.96,"The two girls were at a camping trip which was part of their annual holiday. They were looking at a frog near to the water`s edge. One girl pushed the other girl in the water and when she emerged, she saw the frog there. She promised the other girl revenge for pushing her in the water.",15.14,4.75,0.5,3.97,8.21,0.28,-3.7,-4.68,-2.15,-2.98,-2.02,-1.1,8.48,-4.77,-0.9,-3.88,1.92,5.89
63b84157bb3eb77c442413e8,23.37,A friend and myself were out in the woods for the day and she challenged me to catch a frog. After a bit of laughing she pushed me into the lake to which we had cycled to in the woods. As I dragged myself out she spotted the frog and grabbed him to hand to me. This resulted in much laughter as the absurdity of the situation hit us. It was a good day spent with a good friend.,17.98,-3.11,0.5,2.12,6.97,5.34,4.04,-5.36,-4.48,-0.57,-2.06,-0.67,4.51,2.19,1.52,-0.57,-3.96,-1.02
641c2b936dc70fab01d77dc6,24.55,"I and my friend went out, and then we saw a frog, then she gave me a nudge, you know friends cannot get no for an answer, I said to myself I will give her a payback.",9.38,-2.55,-0.76,3.8,10.57,0.58,-0.92,-0.46,-0.67,5.43,-1.18,0.23,-0.35,1.03,-0.37,-4.28,3.79,1.28
59a66a62cf8b8d0001771fcd,25.45,a lady was eating a sandwich by the edge of some water when her friend pushed her in.,15.99,-1.16,4.36,1.66,-0.65,1.02,-2.07,6.09,-0.43,-0.59,0.09,-0.56,2.12,-0.33,0.13,-2.13,1.78,0.13
5d27b8fee5af0b00157f41a6,27.9,"My best friend found a frog on the lake, it was her favorite camping spot.",11.52,1.29,-1.32,4.39,10.76,4.94,-3.03,0.76,-1.41,-2.26,-1.66,-0.82,5.38,2.44,-0.36,-1.83,-0.98,0.09
5ea313378e994c25658eae92,29.01,My friend pushed me into a lake. This was during our summer picnic. She said she saw a frog in the water and asked me to jump in. She gave me a nudge and I fell in. When I got out there was a frog at the side of the lake.,22.43,4.04,-1.98,3.0,14.05,-5.16,-0.84,-1.81,-3.46,-3.47,-1.12,0.27,11.47,-4.71,-1.22,-2.33,0.11,-0.26
60355f4612906156ad917438,29.07,"A girl and her best friend went to a lake. She was sat by the water’s edge when the friend wanted to see if they could catch a frog, but the girl didn’t want to. The friend nudged her and she fell into the water. When she got out of the water the frog was on the shore.",18.52,-3.68,1.13,4.05,7.87,0.03,0.58,-1.21,0.69,-2.13,-2.49,1.25,10.89,-2.9,-1.36,-0.89,-1.7,0.42
5683b9722c7f11000b3d08ba,29.5,It was a summers evening. It all started when there was a little frog near the lake. I'd just sat down to eat my sandwich when my friend suggested I get the frog out but I told her I wasn't interested. She then gave me a nudge and fell into the water.,15.48,-0.93,2.6,7.78,3.79,0.59,1.1,8.05,1.72,-1.66,-3.28,0.28,-1.72,-1.07,-1.13,-2.33,-0.18,0.41
64518e0e1d8bff225cd5e491,30.06,"I was with a friend down by the lake when she pushed me in. We were on holiday and down by the lake when I saw a frog and was trying to catch it. My friend was annoyed and so she pushed me in the lake. When I emerged she handed me the frog and said there you are. I said you wait, I will get you back sometime.",20.0,0.45,1.95,3.27,4.14,0.15,-1.89,-6.59,-2.92,-1.86,-1.56,-0.35,7.98,2.47,1.15,-6.24,0.59,9.32
60a7ac27f10784b94cec23df,31.200000000000003,A story of how her best friend pushed her into the rivers. They saw a frog and she dared her to catch it but then nudged her into the river and she fell in and there was the frog in front of her. She said that she will definitely get her revenge.,20.53,-3.32,0.15,2.95,10.48,0.56,5.09,-3.75,-1.69,-0.48,-0.65,1.04,1.36,-3.71,-0.21,-2.7,1.14,4.41
602b7ef25103a629e2004d70,31.92,my best friend pushed me into a lake. it happened over our summer vacation. near the lake my friend spotted a frog. she was eating a sandwich. I wanted one too. and she told me i would get mine soon enough.,25.69,2.27,-0.3,6.28,11.54,-0.48,-7.17,2.31,-1.47,-5.34,-2.39,-1.29,2.12,-0.08,-0.35,-2.25,-0.19,3.02
5ad2254db438910001ac9c31,32.089999999999996,"It was on a camping trip, when my friend pushed me in the lake. She crept up behind me and gave me a nudge. As I got out of the water there was a frog. I told my friend that I would get her back for this.",20.54,3.66,-1.16,3.06,5.02,-0.98,-3.27,-2.35,-2.6,-3.41,2.67,0.74,11.67,-3.92,-0.15,-4.39,2.21,4.75
617221eb8868cd4fc83eb616,32.269999999999996,My best friend pushed me into the lake. The frog jumped out. She catches it. She put it into my hands. Soon I will get my revenge.,28.65,-6.18,1.18,1.22,7.27,0.27,-0.21,-1.12,-2.19,-2.09,-2.56,-0.52,5.66,2.12,0.75,-3.9,1.17,2.75
59ad3ee82d73c00001e5cb12,32.69,I went out with my best friend to the lake on summer's afternoon. We were sitting by the lake at our favourite spot eating our sandwiches when my friend said I couldn't catch the frog sitting nearby. Not being able to resist a challenge I stood up to catch the frog when my friend gave me a nudge and I fell into the water. I laughed uncontrollably. My friend caught the frog. I said I would get my revenge.,18.88,-2.77,5.14,1.55,0.38,3.75,3.32,2.81,-4.17,-2.36,-3.26,0.87,-1.18,0.59,-2.23,5.05,1.64,4.68
614fcba0d71b7a527a512011,33.43,A friend pushed me into the lake because I wouldn’t catch a frog. I laughed and when I came out of the lake there was a frog on the shore. I vowed to get revenge on my friend.,21.56,-1.5,-1.89,3.69,-1.15,1.01,4.37,-0.97,-0.17,-1.95,-1.42,-0.54,12.88,-5.63,0.22,0.33,1.88,2.71
5cf3168f70036500017cdf89,33.48,She was on a camping trip with her friend during summer. They were having a picnic by the water. They were at the edge of the forest. Her friend saw a frog and tried to make her chase it. She was then in the water and her friend threw the frog at her as a joke. She then promised to get her revenge on her friend.,10.96,5.09,2.46,3.05,10.76,5.38,1.07,0.06,-2.8,-2.4,-0.54,-0.48,0.95,2.14,-4.3,-4.12,1.52,4.68
63de9eece971e379ea3abbf1,33.76,"the participant was eating a sandwich by the lake. it was summer and her best friend pushed her in. There was something about a frog and being scared of it, stand at the edge. then she got revenge by pushing her friend into the lake too.",21.82,-1.23,4.8,4.09,7.46,0.19,-3.84,3.9,-1.59,-0.7,-1.1,-0.44,4.1,-2.24,-1.1,-5.97,6.18,-0.57
60fedccd65da849fc08a6498,34.28,"A girl was pushed into the water on a summers afternoon she nudged her into the water and when she got out she found a frog and gave it to her, she said she would get hers soon.",15.82,-2.5,2.04,1.36,6.7,0.32,-1.77,-3.46,-2.64,-2.46,-1.79,0.15,8.64,3.19,1.62,-4.59,-0.0,13.65
5f2ad10f2a2fc93c43768f1a,34.28,"My friend pushed me into the lake on our annual visit to lake, there was a frog, she wanted me to see it, I wasn't interested she pushed me in, then tried to hand me frog. I said I would get revenge.",21.92,2.28,-2.7,4.42,13.2,-1.26,-5.19,-2.34,2.22,-3.11,-0.9,-0.75,3.72,2.16,0.33,-4.27,0.57,3.98
63062f7d8fb591eee9806333,35.63,My best friend pushed me into the lake. They said they saw a frog. We were on a camping trip. I was sitting down to eat a sandwich. We both laughed about it. I said I would get my revenge on them.,26.31,0.26,1.78,3.66,9.39,-7.01,-5.41,8.73,-3.71,-3.98,-1.46,-0.11,2.4,-1.25,-0.37,-1.21,1.6,6.01
60fea505c8796961a71b67d9,36.71,It was a peaceful summers afternoon on our annual camping trip. My friend dared me to catch a frog. She nudged me and I fell into the water. The frog was at the waters edge. It made me laugh. I felt like getting revenge and said to my friend 'you'll get yours',17.72,7.54,4.39,3.64,4.19,0.12,5.89,-6.11,-4.95,-3.19,-3.05,0.84,4.2,-7.81,-0.11,0.15,3.42,9.83
5a84125d17ef350001708120,38.06,"She was on a camping trip with her mate that they do this every year and she was pushed in by her mate, as she spotted a frog. The other friend was eating so she didn't want get the frog so her mate pushed her in, the friend will get revenge , just gotta wait and see!",15.06,3.33,0.34,3.82,11.7,-0.38,-4.41,4.24,-0.1,0.82,-0.09,-0.02,0.76,-0.51,-0.3,-2.62,1.19,5.23
6447a1d0a79b93156810e05f,38.16,"i was enjoying a peaceful afternoon with my friend. she noticed a frog and gave me a gentle nudge, i fell into the water and after i laughed uncontrollably. friend being friends you know... i said i will get you back.",14.29,-3.63,8.13,3.95,13.62,0.34,-4.58,-3.8,-3.68,-1.31,-0.49,1.26,-0.4,-1.73,-0.2,9.18,2.2,5.01
5cc92c45a7f12900180c5d53,38.5,"I was with my best friend on the shore and she pushed me in the lake. It was a summers evening and there was a frog, my friend got the frog and then put it onto my hand I laughed uncontrollably and said you will get your karma.",24.8,-4.46,-0.19,1.42,8.87,-0.05,-3.87,-5.65,-2.72,-2.67,-1.5,-0.65,6.08,4.07,-2.01,8.58,-0.4,8.85
60460afa467ff102d3c5b9f6,41.72,"a friend pushed the other friend in to the water, trying to catch a frog. The friend was sitting down eating a sandwich but the other friend could not take a no for an answer. The other friend promised to revenge.",16.91,-0.23,4.89,4.17,6.53,-0.24,-2.13,9.12,1.85,-0.47,-2.82,-1.09,0.72,2.64,-0.15,-3.49,0.79,4.72
5f9ed109e20fb249e3c484d4,42.78,"The friends were camping in the woods at the lake. It was the afternoon and one was eating a sandwich, the other wanted to catch a frog, so pushed the first one into the lake. When she emerged she had a frog on her head. She declared she would get revenge.",17.07,1.41,6.18,3.83,9.71,3.3,-2.86,6.57,0.07,-1.09,-1.17,-0.3,3.42,-0.32,-4.91,-4.23,1.23,4.87
5e47ad846c3d4425c60ccbe5,43.22,"Two friends were on their annual summer camping trip. One friend decided to dare their other friend to go in the water as there was a frog on the waters edge, the other friend decided against the idea so whilst their friend wasn't paying attention, they crept up and pushed their friend into the water. When she emerged, she was handed the frog that had been on the waters edge to which erupted tumultuous laughter.",15.94,8.13,-1.07,5.46,8.5,-0.74,-2.69,-4.37,0.44,-2.23,1.21,-0.41,7.84,3.43,1.87,5.54,-3.09,-0.54
5ccb7255d6dd220015fd965c,44.22,My friend pushed me into a lake. It was on our summer camping trip. I was sat by the water and she came up behind me and gave me a nudge. When I emerged there was a frog on the beach and she handed it to me. I said I would get my revenge soon.,22.63,8.21,-1.06,1.58,0.63,-0.43,-4.03,-1.23,-4.28,-2.75,1.82,0.07,12.41,2.62,1.9,-3.76,0.3,9.59
60be23c5a5d59757b99d0014,44.519999999999996,"We were at the lake on a summer camp, There was a front on the edge lake and my friend dared me to catch it, I said no so he sneaked up behind me and gave me a snug I fell into the lake and I couldn't stop laughing uncontrollably and swore that I would get her back soon enough.",18.29,2.3,-0.11,1.95,9.12,-0.85,4.28,-5.85,1.23,-2.82,2.51,-0.5,-0.84,-0.93,-0.68,7.03,4.08,6.31
60ba2bab477f5f776919e5ab,45.15,"My friend pushed into a lake, were at a summer camp and there was a frog at the edge of the lake, she asked me if I want to go see the frog I refused but, she pushed me in to the lake when I emerged I could help but laugh uncontrollably , I saw her with the frog in her hand and she asked me if I wanted to hold it, I said 'No'. the first thing on my mind was revenge. I told her I'll get her back.",20.66,0.69,-0.61,5.11,11.74,-2.13,-3.95,-5.11,2.06,-3.67,-1.04,-0.94,4.6,1.72,-2.8,7.83,5.26,5.73
56c5c6489b720300057af888,46.21,My friend pushed me in to a lake. This happened at our annual picnic. I was just sitting down and she saw a frog sitting on the edge of the lake. She asked me to help it. I said No. Then she pushed me into the lake. As I got out she showed me a frog sitting on the side and gave it to me.,23.63,4.13,-4.48,3.56,9.78,0.1,-1.83,2.2,2.03,-3.11,-1.0,-0.49,11.48,3.35,1.22,-2.79,-1.07,-0.5
5fa1db108aaea037919570d4,46.230000000000004,My friend pushed me into a lake at our favourite spot when I said I wouldn’t catch a frog. Then she saw a frog and handed it to me when I emerged from the lake and I said just you wait you’ll get yours,21.48,0.05,-2.35,3.29,2.17,7.54,3.02,-5.47,0.08,-4.11,-0.68,-0.82,4.97,3.62,1.55,-3.39,1.07,14.21
5e852dd84fc423121601a0f8,47.1,my best friend pushed me at the lake while at summer trip camping. we were at our favorite spot and as i sat down eating my sandwich. she said i should catch a frog thats all i can recall,22.53,8.85,0.1,3.14,8.31,6.45,2.79,9.56,-5.27,-3.71,-0.28,-1.12,-0.3,-0.95,-0.39,-2.69,0.5,-0.42
5d39c859babfbf00185c09ac,48.24,My friend pushed me in the lake on our annual holiday. There was a frog. She sneaked up on me and pushed me in. I told her I would get my revenge. When I came out of the lake a frog was on the bank. She scooped it up and put it in my hand. We both laughed uncontrollably.,22.84,3.77,-1.83,3.41,5.31,-1.51,-4.56,-2.3,-1.69,-5.31,1.97,-0.53,12.35,4.53,0.32,7.04,-0.33,4.76
60bc8694c10f8519a26ec749,49.93,"The girl's bestfriend pushed her in the lake. When the girl sat down to eat her sandwich, the friend asked her to pick up the frog that was on the edge. After refusing to do so, the bestfriend gave her a little nudge and she fell in. When the girl came up the friend handed her the frog and the girl said that she will get her revenge on the friend.",23.38,-2.16,3.11,3.64,5.5,0.33,0.5,7.63,0.89,-2.56,-0.31,1.34,3.51,2.11,1.89,-4.11,0.1,5.14
64847582d222606dc6560f62,50.68,There were 2 friends on a camping trip. One dared her to try and catch the frog. The one friend tried to catch the frog and her friend pushed her into the water. When she got out of the water there stood a frog and her friend scooped it up and handed it to her. After she got pushed into the water the two friends starting laughing uncontrollably. The other friend said you just wait until I get revenge on you.,15.15,2.72,-1.15,2.75,6.18,0.12,5.26,-5.62,-2.63,-1.41,-2.5,-0.28,11.16,5.24,2.13,5.8,-1.92,9.68
6306776595b8bee0efa958a0,51.42,"Her friend pushed her in the water on their annual camping trip on the summer, she’d sat down at the side of the water to eat her sandwiches her friend nudged her in, when she got out her friend passed her a frog and the girl said she’d get her revenge.",17.73,9.97,0.74,2.28,1.96,1.86,-2.6,7.06,-2.6,-1.01,-0.57,0.95,7.08,1.87,1.34,-2.0,1.13,6.23
609252692568228b9e5399b0,51.67,"My friend pushed me into the lake. There was a frog on the side of the lake and this was our favourite game in the world. I had just sat down to eat my sandwich when she came up behind me and pushed me into the lake. When I got out of the lake, I found her by the shore waiting holding the frog in her hands. I told her that I was going to get my revenge and I just laughing uncontrollably.",25.33,-0.71,2.71,3.69,5.41,-0.09,-2.84,9.96,-4.56,-3.97,2.12,-0.51,8.0,1.29,-1.97,3.24,2.03,2.54
6439e2d30873a9ffa6853281,52.4,"My best friend played a trick on me. We were camping, it was summer. We were by the lake. I was eating a sandwich. There was a frog. She dared me to catch the frog. I said no but she pushed me into the water. We laughed. I said I would get her back.",20.55,3.15,1.88,2.89,6.11,0.84,5.23,7.29,0.83,-0.36,-1.08,0.29,0.66,-1.21,-0.75,-1.76,1.9,5.94
5f1587d28ee50f036977fe26,52.74,"Her and her mate were on their annual summer trip at a summer camp by the water. Whilst they were eating their lunch her mate dared her to catch a frog that was on the edge of the water. However, they just wanted to eat so said no. The friend decided to give her a little nudge towards the water. In which she fell in. The friend then picked up the frog. And handed it to her friend who was now covered in water. They both were laughing hysterically. And the mate that was soaking said she would get her revenge.",14.47,5.63,-0.25,4.19,8.18,-0.67,5.04,4.88,1.53,-0.21,-1.77,1.19,0.83,2.08,1.71,1.38,-0.18,4.71
6034e8e3628ecdf282096ccf,53.13,"I went on a camping trip and my friend pushed me in the water this summer. I was sitting eating my sandwich and she nudged me to kiss a frog and I fell into the water, as I came up I remember wanting revenge as friends never really take no for an answer I yelled you will get yours soon enough.",17.69,5.17,2.7,2.95,7.09,-0.68,-3.37,6.25,0.01,7.02,-0.74,1.29,-1.83,-2.87,-0.41,-3.49,2.79,13.56
59e721e0ac0af70001b36a13,53.22,Was with my friends on a summer trip and fell in to the lake is was peaceful was asked to catch a frog and I was eating a sandwich i said no she gave me a nudge and i fell in she saw a frog on the on the lakeside and scooped it up i said i would get revenge,15.9,3.06,4.6,3.3,11.52,-1.05,2.55,7.0,2.34,-0.97,-1.9,1.45,3.48,5.55,-1.78,-6.72,2.52,2.37
614a43667262f5c9b6f3d394,53.83,my friend pushed me into the lake it was our annual camping trip she saw a frog at the edge of the lake i said i wasnt interested so she snuck up behind me and shoved me as i emerged from the lake i saw a frog on the edge and she scooped it up and handed it to me ii couldnt help but laugh.,20.86,8.57,-2.8,5.88,12.22,0.31,-3.11,-6.08,2.95,-2.57,3.21,-1.23,8.42,4.81,2.03,3.41,-2.31,-0.74
64622d2f98e7fa08557b536c,54.050000000000004,"My best friend and I were by the lake, she saw a frog by the edge of the water and I told her to leave it. Because friends sometimes don't take no for an answer, she snuck up behind me and pushed me in. When I got out of the water she was laughing uncontrollably and I laughed too and told her ""Just wait your turn"".",24.48,-3.66,2.28,4.28,12.73,-0.63,-4.74,-5.93,1.17,12.67,2.63,-0.34,1.05,-2.64,-1.85,3.06,-0.49,9.98
586c4a8be9cb31000195ea04,54.46,"A person and their best friend went to a lake in the woods one peaceful summer day. It was lunchtime. The friend spotted a frog. The friend told the story teller to catch it. The story teller said no. They wanted to eat their lunch. So the friend, unwilling to accept the answer No, snuck up behind them. The friend pushed them into the lake. How they laughed! Then when the story teller got out of the lake the frog was sitting on the bank. Oh happy days!",20.19,2.08,5.25,4.16,8.21,4.14,2.74,6.88,3.0,-1.04,3.37,0.4,7.07,-6.81,-0.54,-0.94,-3.16,-0.54
60a256fa83da9572702726f0,54.82,Two friends went on a annual camping trip. One friend asked the other to catch a frog that was on the bank of the river. He declined because he sat down to have a sandwich. That's when the friend snuck up behind and pushed him in the water. They laughed. And he said she will get her turn.,13.91,6.02,2.42,5.41,5.64,-0.92,2.42,9.16,1.03,-2.04,4.47,-0.62,-0.79,-1.16,-0.73,-2.95,2.12,11.43
5d4e4f66ffbcf800199d5d2e,55.59,"Two friends were on a summer camping trip when one got pushed into the lake by the other. The reason this happened is that as they were eating their sandwiches by the lake they spotted a frog. One friend dared the other friend to pick it up but she refused and the other friend pushed her in. As the friend emerged from the lake, she spotted the frog and burst out laughing. Her friend scooped up the frog and put it back in the lake. The soggy friend told the other girl that she would get her revenge on her soon!",18.07,6.21,2.71,6.86,6.51,0.99,2.89,2.1,0.37,-1.75,-2.68,0.13,6.88,1.78,-6.13,2.34,0.62,7.69
5e7d21d4373d5e3a2a98d1fd,56.51,"My friend pushed me into a lake on our camping trip. I had just began to eat my sandwich in the woods when she spotted a frog. She nudged me into the lake and as I got out she handed me the frog and we laughed. I said ""just you wait I will get revenge""",21.12,3.01,1.47,2.88,9.5,3.76,-4.39,8.03,-2.85,-1.82,-0.78,0.47,4.28,2.43,1.66,-1.81,-0.33,9.88
641c80af676f09a6e4add4d7,57.980000000000004,"A kid was at summer camp and was pushed into the lake by a friend, this happened because he was eating a sandwich and his friend asked him to catch a frog to which he declined because he wasn't interested but his friend didn't take no for an answer and pushed him in, to his surprise when he emerged from the water he spotted the frog and his friend grabbed the frog and he started laughing uncontrollably and vowed he would get his friend back soon enough.",15.14,0.74,4.4,5.15,1.7,0.29,1.26,7.06,2.7,0.75,-1.21,-0.41,6.93,2.94,-4.49,8.4,-0.4,7.03
