recall_id,recall_text,len_original,recall rate,rephrased_text,len_rephrased,rate
60a520c051c98eb480c2811f,"The story is about two friends. The first friend who wanted the other friend to touch a frog during their annual summer camp or was it at their favorite spot in the woods? The first friend gave the second friend a push and when the second friend emerged from the water, they were handed the frog. The friend who emerged from the water laughed uncontrollably and threatened that next time they were going to get their revenge.",425,0.14,"This tale revolves around a pair of companions. One of them urged their companion to handle a frog at their yearly summer retreat or could it have been in their cherished woodland hideaway? The instigating friend nudged the other and as the nudged friend surfaced from the aquatic depths, a frog was presented to them. The friend who came out of the water burst into hysterical laughter and vowed that in the future, they would exact their vengeance.",450,0.08463857870879996
579768e3dcff7d0001c7c462,I was by a lake in the woods with my friend. I was just about to have my lunch when she suggested we catch a frog in the lake. I said no because I was just starting lunch. However not taking no for an answer she pushed me in. When I managed to get out she handed me a frog she had scooped up from the lake shore. We both laughed thinking it was funny. I told her I would get revenge saying something like 'you will get yours!'.,427,0.14,"My friend and I were beside a woodland lake. I was on the verge of starting my meal when she proposed that we try to capture a frog from the lake. I declined as I was about to begin eating my lunch. Yet, she persisted, unwilling to accept my refusal and nudged me into the water. Once I climbed back to shore she presented me with a frog that she had gathered at the edge of the lake. We both burst into laughter finding the situation amusing. I warned her that I would have my payback with words to the effect of 'your time will come!'",536,0.10254302490610072
60a3cb60b3e2bdb82a865197,She was sitting at their favourite spot in the woods at their annual summer camp. After she had just sat down to eat her sandwich her best friend asked her to catch the frog. Upon her refusal her friend then gave her a little nudge into the pond. When she emerged she laughed and promised to get even with her friend.,317,0.19,She occupied their cherished location in the forest during their yearly summer retreat. Right after she settled in to consume her sandwich her closest companion requested that she seize the amphibian. Following her declination her companion playfully pushed her into the water. As she surfaced she chuckled and vowed to retaliate against her pal.,346,0.1852057904119942
5e9746fb1eed951eed404015,"Two friends went to their favorite spot to have lunch by a lake in the forest. One friend pushed the other when she refused to catch a frog and instead wanted to sit down and eat lunch. When the girl who was pushed into the lake emerged, a frog was present. The dry friend scooped the frog up as the girl who was pushed laughed and then warned her friend that she'll get back at her for the incident.",400,0.16,"A pair of companions headed to their cherished hangout to enjoy a midday meal beside a woodland lake. One comrade nudged the other for declining to grab a frog preferring instead to sit and commence their picnic. As the girl who got shoved into the water resurfaced, a frog was in attendance. The friend who remained dry quickly picked up the amphibian while the soaked girl chuckled and then cautioned her companion that she would seek revenge for the prank.",459,0.11042708562226577
60bff932463d5ad0d1ca15cc,"My friend pushed me in the water. We were sitting by the river, she wanted me to catch a frog. I was not interested, I was having my sandwich while we were sitting by the river bank. You know friends, they don't take no for an answer. When I was not looking, I felt a nudge of her pushing me into the water, when I got out, I saw a frog on the shore.",350,0.18,"My companion nudged me into the water. We had been lounging beside the stream, she was eager for me to grab a frog. I lacked interest, I was enjoying my sandwich as we sat on the river's edge. You're aware of how friends are, they seldom accept a refusal. While my attention was elsewhere, I sensed her shove as she propelled me into the water, once I emerged, I noticed a frog resting by the water's edge.",406,0.11956885888448274
5aea85695822e100014aba09,"I was visiting a lake with my friend. It was our annual summer camping trip. We were sat down on the shore of the lake. Our favourite spot to hang out and relax. When she saw a frog at the lake's edge. ""Go catch it"" she said. ""Not a chance"" I replied. As I stood up to move away she gave me a nudge into the water. As I emerged I let out an uncontrollable laugh. She grabbed the frog and handed it to me. ""I'll get my revenge"" I said.",434,0.15,"My friend and I were at a lake for a visit. This was our yearly getaway for summer camping. We found ourselves seated by the lake's edge. It was our preferred spot for unwinding and spending time. She noticed a frog near the brink of the lake. ""Try to catch it,"" she suggested. ""No way,"" was my response. She nudged me into the water as I got up to back away. I burst into spontaneous laughter as I came up from the water. She caught the frog and passed it to me. ""I'll have my payback,"" I declared.",499,0.0933823996893186
5fae30cda7efa227b8d84b72,My friend and I were at our annual summer lake when she decided to push me in the lake while I was about to eat my sandwich to catch a frog and when I emerged she had already scooped it and handed to me. I laughed uncontrollably and I told her I would get her for that.,269,0.24,My companion and I found ourselves at our yearly lakeside summer retreat when she suddenly shoved me into the water just as I was preparing to bite into my sandwich in pursuit of capturing an amphibian and as I surfaced she had swiftly captured it and presented it to me. I burst into hysterical laughter and I vowed to retaliate for her antics.,345,0.14051350024324638
5c14b996ce422b0001d71ac8,My best friend pushed me into the lake. It was during our annual summer holiday. It was peaceful. It started with her daring me to get a frog. I said no. So she snuck up behind me. She pushed me in. I was in shock. When I got out. I saw a frog on the shore. She scooped it up. She handed it to me. I said ‘I will get my revenge’.,329,0.2,"My closest companion shoved me into the water. This occurred during our yearly summer retreat. The atmosphere was serene. It began when she challenged me to catch a frog. I declined. Then she crept up on me from behind. And she gave me a push. I was taken aback. Upon emerging from the water. I noticed a frog at the water's edge. She quickly grabbed it. And then she presented it to me. I declared, 'I shall have my vengeance.'",428,0.15346284669086446
61a74f67a9217c6f76a4d0f2,"By the lake during a peaceful afternoon. The writer's friend saw a frog and told them to go get it from the lake but they said no. Their friend not taking no for an answer as ""friends do"", snuck up behind them and nudged them into the water. Then the friend scooped up the frog from and then started laughing uncontrollably. Then the writer told their friend that they'll get them back.",386,0.17,"Beside the tranquil waters in the afternoon hours, The author's companion noticed an amphibian and urged them to retrieve it from the waterside yet they declined. Undeterred by their refusal, as is the way with ""comrades"", crept up stealthily from behind and gave them a gentle push into the lake. Subsequently, the companion captured the frog and burst into fits of laughter. The author then warned their companion that retribution was imminent.",446,0.10413399145056049
613129fdf8f6b04c9a7a2429,"I was on summer holiday with my friend and we were beside the lake, she saw a frog and dared me to catch it. I was eating a sandwich and said I wasn't interested, but she gave me a nudge and I fell into the water, when I emerged the frog was on the shore, she picked it up and handed it to me. We both laughed, but I told her I'd get her back at some point.",357,0.19,"My friend and I were on a summer vacation, positioned near the edge of a lake, when she spotted a frog, prompting her to challenge me to grab it. I was in the middle of enjoying a sandwich, and expressed my lack of interest, yet she nudged me playfully, causing me to tumble into the lake, as I got back up, the frog was on the bank, she scooped it up, then passed it over to me. We shared a laugh together, although I warned her that I would have my revenge eventually.",470,0.12831105176944677
63861a54c47e7f59fdb5a4c8,"A person was on their annual summer camping trip with their friend. While enjoying their sandwich by the lake, their friend asked them to catch a frog they had seen near the waters edge. Though the story teller didn't want to do this, their friend gave them a gentle push and they fell into the water. When they emerged, their friend simply scooped up the frog in their hands. They both ended up laughing uncontrollably, but the story teller vowed he would get his revenge on his friend over time.",497,0.14,"An individual was embarking on their yearly summertime camping excursion with a companion. As they savored a sandwich beside the lake, their companion suggested they attempt to capture a frog spotted at the water's brink. Despite the narrator's reluctance, their companion nudged them playfully, resulting in a splash into the lake. Upon resurfacing, their companion effortlessly gathered the frog in their grasp. The pair burst into uncontrollable fits of laughter, yet the narrator swore to gradually exact revenge on their comrade.",534,0.11204120909378275
5f63dc32e5a9ed155d89bdeb,"Someone was pushed into the lake by their best friend, during their annual summer trip. The friend had seen a frog by the lake and wanted to catch it, but the narrator said no, they were also eating sandwiches by their favorite spot. The friend snuck up behind the narrator and pushed them, when the narrator got out of the lake the frog was by the shore and their friend scooped it up. Then the narrator laughed at how funny it was.",433,0.16,"A person was shoved into the water by their closest companion, during their yearly vacation in the summer. The companion had spotted a frog near the water's edge and attempted to capture it, however, the storyteller declined, while they were munching on sandwiches at their cherished spot. The companion crept up from behind the storyteller and gave them a push, once the storyteller emerged from the water the frog was along the bank and their companion quickly grabbed it. Afterward, the storyteller chuckled at the humorous situation.",537,0.12738028404761637
5fa507fa0776431b370bc0c7,"My friend pushed into the lake. It was during our summer camping. She dared me to jump in the lake because there was a frog that I needed to catch. As I was sitting and enjoying my sandwich, I told her I was not interested. So she sneaked behind me and before I knew it, she had pushed me into the water. I naturally laughed and told her she would get what's coming her way.",374,0.18,"My companion shoved me into the water. This occurred during our wilderness retreat in the summer. She challenged me to leap into the water under the pretext of needing to snag a frog. While I was contentedly munching on my sandwich, I declared my lack of interest. Then she crept up on me stealthily and before I could realize it, I found myself plunged into the lake by her. I burst into laughter naturally and warned her that retribution was on its way.",455,0.10062005600742856
5b95f22749835d0001dc0608,"My friend pushed me into the water on our annual trip to the water. I was about to eat my sandwich when my friend spotted a frog. She wanted me to pick it up but I said no. She didn’t take no for an answer and nudged me into the water. When I came out from the water I saw a frog on the water’s edge and we laughed uncontrollably. I then told her just to wait, I’d get my revenge.",380,0.18,"My companion nudged me into the lake during our yearly visit to the lake. I was on the verge of consuming my sandwich when my companion caught sight of a frog. She urged me to grab it but I refused. She wouldn't accept a refusal and shoved me into the lake. Emerging from the lake I noticed a frog at the edge of the water and we burst into hysterical laughter. I then warned her to just wait, promising that I would have my retribution.",437,0.1397434448718535
60bbac6c8f57c38f1b834e80,My best friend pushed me into the lake. This happened at our annual summer camp. She saw a frog and wanted it and I had just sat down to eat my sandwich. When I submerged from the water I saw her scooping the frog and I couldn't help but laugh and get my revenge. I said to her just wait you will get yours coming.,314,0.23,My closest companion shoved me into the water. It occurred during our yearly summer retreat. She spotted a frog and desired to catch it while I had only settled down to consume my sandwich. As I emerged from the depths I observed her capturing the amphibian and I burst into laughter despite myself while plotting my retribution. I warned her to just wait as her turn for payback was imminent.,393,0.1688292555182188
55780ee6fdf99b4cbc0aef95,My best friend pushed me into a lake on our annual camping trip to our favourite place. What happened was she dared me to push a frog but I was eating my sandwich so told her no. She gave me a little nudge and I fell in. I got out of the lake and she picked the frog and handed it to me. I laughed uncontrollably and said I would get revenge.,342,0.21,My closest companion nudged me into a body of water during our yearly wilderness excursion to the spot we cherish most. The situation unfolded as she challenged me to nudge an amphibian while I was enjoying my snack thus I declined. She prodded me gently causing me to tumble in. I emerged from the water and she retrieved the amphibian then presented it to me. I burst into hysterical laughter declaring my intent for playful retaliation.,439,0.15935004983790432
5c14dd3f5e545c0001e3f119,"His best friend pushed me into the lake. This happened during their annual summer camping trip. They were enjoying their time by the lake. The friend wanted to catch frogs. He was eating a sandwich. She pushed him into the water. When he came out, there was a frog on the shore. She scooped up the frog. She handed the frog to him. There was a lot of laughter. He threatened revenge for getting pushed into the water.",417,0.17,"His closest companion shoved me into the water. It occurred during their yearly wilderness retreat. They were relishing their moments beside the lake. The companion aimed to capture some frogs. He was consuming a sandwich. She nudged him into the lake. Upon emerging, a frog was present at the water's edge. She gathered the frog in her hands. She passed the frog to him. There was an abundance of chuckles. He vowed to get even for being plunged into the water.",462,0.14364788444497834
59ef45d37f3d71000171e3a7,"My friend pushed me in the lake. We were at summer camp enjoying a peaceful afternoon. She saw a frog on the bank. I was just about to eat my sandwich when she nudged me and I fell in. As I emerged from the lake, the frog was sitting on the bank. My friend picked it up and handed it to me and we started laughing uncontrollably. Friends don't always do what they are supposed to and I told her ""just you wait"" as I will get revenge.",433,0.17,"My companion nudged me into the water. We were spending a serene afternoon at the camp for the summer. She noticed a frog near the water's edge. I was on the verge of consuming my sandwich when she gave me a little push causing me to tumble into the water. Rising from the lake, there was the frog, perched on the shore. My friend scooped it up and presented it to me which sent us into fits of laughter. Companions don't always adhere to expectations and I warned her, 'your turn will come' as I plotted my retaliation.",520,0.13171024510034615
6080566a0154142154b11ab6,"My friend pushed me into the lake. Here's the story. It was our annual camping trip and we were sitting at our favourite spot by the lake and my friend dared me to pick up the frog which was by the waterside and I said no. We were eating our sandwiches at the time. I thought it was gross. But as friends commonly do, they don't take no for an answer and she nudged me into the water. When I got out of the water my friend picked up the frog and handed it to me. It wasn't as bad as I had expected. But I wanted revenge for her pushing me into the lake and I vowed to make her pay some day.",590,0.12,"My companion shoved me into the water. Let me tell you what happened. We were on our yearly wilderness excursion and we had settled at our preferred lakeside location when my friend challenged me to grab the frog that was near the edge of the water and I refused. At that moment, we were munching on our sandwiches. I found the idea repulsive. However, as is often the case with friends, they seldom accept a refusal and she tipped me into the lake. Climbing out of the lake my friend scooped up the frog and presented it to me. It turned out to be less unpleasant than I anticipated. Yet, I sought retribution for her act of pushing me in and I silently swore to get even with her eventually.",693,0.10463219941171716
63d27e2391b927710684988a,"my best friend pushed me into the lake. This was on our annual summer picnic. It started as it was to do with a frog. We were at the waters edge - this is at our favourite spot in the woods - and my friend asked me to come and take a look. I said no as I was reading my cook. Course, friends, they don't always take no for an answer do they.",341,0.22,"My closest companion shoved me into the water. It occurred during our yearly summer outing. The incident began with something about a frog. We stood by the water's brink - this happened at our most cherished place in the forest - and my buddy beckoned me over to have a glance. I declined because I was engrossed in my book. Of course, pals don't always accept a refusal, do they.",380,0.19479573911257891
5f67ae1b22c41c0e44275dc2,"I was camping with my friend and fell in a lake. Well, more to say she pushed me. We were camping by a lake - our favorite place- when she saw a frog on the shoreline. She joked she was going to push me in but I said Np. 'Course friends don't always take no for an answer. She pushed me into the lake, and as I came up she scooped up the frog and handed it to me. I said ""just you wait"" ""just you wait and see. I'll get you back""",429,0.18,"My companion and I were on a camping trip and I ended up in a lake. To be more precise, she nudged me in. Our preferred spot was a lakeside campsite - where she spotted a frog near the water's edge. She playfully threatened to shove me into the water but I dismissed it with a 'No problem'. However, friends don't always heed a refusal. Into the lake I was pushed by her, and as I resurfaced she grabbed the frog and presented it to me. My response was, ""just you wait"" ""watch and see. Your turn will come.""",507,0.10612684926749504
5d225f02bf7f840001701aa3,My best friend pushed me into a lake. We were on a camping trip. It was a relaxed afternoon. We were at our favourite spot. She asked me to catch a frog. I said no. She didn't take no for an answer and pushed me in. The frog jumped onto land and she picked it up and handed it to me. I laughed uncontrollably and swore to get my revenge.,337,0.23,My closest companion shoved me into the water. We had gone on a wilderness excursion. The afternoon was filled with ease. We were at the spot we loved most. She challenged me to grab a frog. I declined. She wouldn't accept a refusal and toppled me into the lake. The frog leaped ashore and she scooped it up then passed it to me. I burst into uncontrollable laughter and vowed to exact my vengeance.,399,0.18319278611157885
5b70ae85bd1fa100017ab163,"My friend pushed me into the lake during a peaceful afternoon of our annual summer break. We were in a clearing in the woods by the lake shore and I'd been about to eat my sandwich and she saw a frog at the side of the lake and wanted me to get it and when I moved towards the lake she pushed me in. I couldn't help but laugh uncontrollably and swore to get revenge on her ""Just wait, you'll get yours!""",403,0.2,"My companion shoved me into the water on a tranquil afternoon during our yearly summer vacation. We found ourselves in a glade within the forest adjacent to the lake's edge just as I was about to consume my sandwich when she noticed a frog at the water's brink and desired for me to catch it as I approached the water she gave me a push into it. I burst into uncontrollable laughter and vowed to exact my revenge upon her ""Just you wait, retribution will be yours!""",465,0.1524992174061505
5ad596f5e704600001542da4,"I was at the lake with my best friend and I fell in. This had all started because of a frog. We were at our favourite part of the lake and my friend had told me to catch a frog. I told her I was not interested. Friends don't take no for an answer so she gave me a little nudge and pushed me in. When I got out of the lake she handed me a frog and I started to laugh uncontrollably. I said I would get revenge on her, ""just you wait"".",433,0.19,"My best friend and I were beside the lake when I accidentally tumbled into the water. The whole incident was triggered by a frog. We had settled at our most cherished spot by the lake where my friend challenged me to capture a frog. I expressed my lack of interest in doing so. True friends rarely accept a refusal thus she prodded me gently resulting in my unintended plunge. As I emerged from the lake she presented me with a frog which caused me to burst into uncontrollable laughter. I vowed to exact my revenge on her, promising, ""your time will come.""",557,0.13625037095131057
63ed3a6f78ef6e5956362003,My friend pushed me into a lake. It was at our usual summer hangout and she offered me a sandwich ‘Course friends don’t always take no for an answer She picked up a frog I started uncontrollably laughing ‘You’ll get yours soon enough’,234,0.36,"A buddy of mine shoved me into the water. This occurred at our regular spot for summer gatherings. Then she handed me a sandwich. Obviously, pals don't always accept a refusal. She grabbed a frog. I burst into laughter without being able to stop. 'Your turn will come before long,' she warned.",293,0.21598065030150174
5c52016a3146f80001d47b26,"His friend pushed him into the lake. They were on the annual camping trip. They were at their favorite spot on the shore and his friend told him to get a frog. He said no because he had just sat down to eat his sandwich. She didn't take no for an answer and pushed him in. When he emerged, she had scooped up the frog. He laughed uncontrollably. He said he would get revenge.",375,0.23,"His companion shoved him into the water. It was their yearly wilderness outing. They had settled at their preferred lakeside location where his companion suggested he catch a frog. He declined the request citing that he had just begun to enjoy his sandwich. She persisted despite his refusal and nudged him into the lake. As he came up from the water, she had already grabbed the amphibian. He burst into hysterical laughter. He vowed to exact his retribution.",460,0.14726775426795652
5e573763bb69b30f9aa4fb5e,"Two friends went camping and one fell into the lake, it was their annual summer trip. One friend saw a frog and she did not want to catch it because had just sat down to eat a sandwich. The friend decided to give the friend a little nudge from behind causing her to fall into the lake. When she emerged from the lake the frog always sitting on the shore. The friend picked the frog up and handed it to her and she could do nothing but laugh uncontrollably. The friend said just you wait I will have my revenge.",510,0.17,"A pair of companions set out for a camping adventure and one tumbled into the waterbody, marking their yearly summertime excursion. One of the friends spotted a frog and she had no desire to capture it since she had just settled down to enjoy her sandwich. The companion chose to prod the other gently from the back which resulted in her toppling into the lake. As she rose from the lake the frog was perpetually perched on the bank. The companion grasped the frog and presented it to her leaving her with no option but to burst into hysterical laughter. The companion warned with a playful tone, just wait my retaliation will come.",632,0.1293576126160601
63b88f0a0092804c1fabe3f9,"My friend pushed me into the lake. This happened during our summer camping trip because my friend dared me to catch a frog. I had just sat down to eat my sandwich and I told her I wasn't interested. She then snuck up behind me and gave me a little nudge into the lake. When I emerged from the water, there was a frog on the shore. She just scooped it up and handed it to me.",374,0.24,"My companion shoved me into the water. It occurred while we were on our summer camp. The reason was a dare from my friend to snatch a frog. I was in the midst of settling down to consume my sandwich and I expressed my lack of interest to her. She stealthily approached me from behind and prodded me gently into the water. As I rose from the lake, a frog was sitting at the water's edge. She effortlessly picked it up and presented it to me.",440,0.1609473836325682
5e8a0e492f3e0c6b03e32740,"A friend of mine pushed me in the lake. This happened on our camping trip in the afternoon. She saw a frog near the water at our favorite spot close to the wood. She asked me to catch it, I was eating a sandwich and I said no. She didn't take no for an answer, She came behind and pushed me into the water. When I came up, the frog was there, She picked up and gave it to me. All I did was laugh and I told her I wanted revenge and very soon.",442,0.21,"My companion shoved me into the lake. It occurred during our afternoon excursion while camping. She spotted a frog by the water's edge at our preferred location near the forest. She requested that I capture it, While I was munching on a sandwich, I declined. However, she wouldn't accept a refusal, Approaching from behind, she nudged me into the lake. As I surfaced, the frog was right there, She grasped it and handed it over to me. I simply chuckled and warned her that retribution was coming soon.",501,0.16911777533922154
61059bef747539f1334fbe6b,"My best friend pushed me into the lake. This happened on our annual camping trip. We were having a peaceful afternoon. She noticed a frog at the edge of the lake. She dared me to catch it. I said no thanks. But friends, you know, don't take no for an answer. When I tried to catch it, she came up behind me. She pushed me in. I couldn't help but laugh. When I tried to get out of the water, I saw the frog at the water's edge. She picked it up. I warned her that I would get my own back. At some point when she least expected it.",529,0.18,"My closest companion shoved me into the water. It occurred during our yearly wilderness excursion. We were enjoying a tranquil afternoon. She spotted a frog by the lake's brink. She challenged me to grab it. I declined the offer. However, pals typically don't accept a refusal. As I attempted to seize it, she stealthily approached from behind. She gave me a nudge into the lake. I burst out laughing despite myself. Attempting to climb out, I noticed the frog near the shore. She scooped it up. I cautioned her that I'd have my revenge. At an unexpected moment in the future.",576,0.16458568310085064
641f24898edfbdc7328d686e,Best friend pushed me into a lake on their annual summer camping trip one afternoon. Reason was because of a frog at the waters edge in a favourite spot in the woods. She was dared to catch it but had just started eating a sandwich so didn't want to. So the friend sneaked up and pushed her in. When she came back up the frog was on the shore which the friend scooped up and gave to her. So she laughed and said that she will get her revenge.,442,0.22,"My closest companion shoved me into the water during their yearly wilderness retreat on a sunny afternoon. The cause was a frog's presence near the lake's brink at a cherished clearing among the trees. She received a challenge to capture it yet she had just begun to eat her sandwich and thus preferred not to. Hence, my friend tiptoed behind and gave me a nudge into the lake. As I resurfaced the frog was perched by the lakeside which my friend promptly picked up and presented it to me. I couldn't help but chuckle and vowed to enact my vengeance.",550,0.15956862887396359
60911d6a50cf579aaaf9fe36,My best friend pushed me into a lake. This happened on our annual summer camping trip. She saw a frog and asked me to grab it. I had just sat down to eat lunch so said no. But friends don't listen and she pushed me. I couldn't help but to laugh uncontrollably. I want revenge and said you'll get yours soon enough.,314,0.31,"My closest companion shoved me into the water. It occurred during our yearly camping excursion in the summer. She spotted a frog and requested that I catch it. I had only just settled down to have my lunch thus I declined. However, friends often ignore refusals and she nudged me in. I found myself laughing hysterically. I seek retribution and proclaimed that she would have her comeuppance soon.",397,0.25956518766402015
5caf23c113dcf90016ad24ad,"My friend pushed me into a lake. It all started on our annual summer camping trip. She saw a frog on the shore and dared me to catch it. If I had just continued eating my sandwich this wouldn't have happened. I said no, but sometimes friends don't always listen. She snuck up behind me and pushed me into the water. When I got out there was a frog on the bank and she scooped it up and handed it to me. I couldn't help but laugh.",429,0.23,"My companion shoved me into the water. This began during our yearly wilderness excursion. She spotted an amphibian at the water's edge and challenged me to capture it. Had I merely continued with my sandwich none of this would have occurred. I declined, yet friends don't always heed refusal. Stealthily, she approached from behind and thrust me into the lake. Emerging from the lake I noticed a frog on the shore which she quickly grabbed and presented it to me. Laughter was inevitable.",488,0.21214476476611677
5b0d39f4641b1200010ef716,"I was on my annual summer camping trip with my best friend. I was sat eating my sandwich when she dared me to catch a frog. I said I wasn't interested so she came behind me and gave me a nudge into the water and I fell in. When I emerged from the walk there was a frog on the shore, my friend just handed it to me and laughed. I laughed as well but planned my revenge and told her to ""just wait, you'll get yours soon enough""",425,0.24,"My best friend and I were on our yearly summer excursion into the wilderness. While I was enjoying my sandwich, she challenged me to capture a frog. I expressed my lack of interest but she stealthily approached from behind and pushed me slightly towards the water causing me to tumble in. As I got back on my feet after the plunge I noticed a frog resting by the water's edge, and she simply passed it to me while chuckling. I joined in the laughter yet I was concocting my retaliation and warned her with a smile, ""just wait, your time will come soon enough.""",560,0.14676655702566072
6474a4b973909ba4745f59df,"My best friend pushed me into the lake. I'll tell you how it all began. We were sitting by the edge of the lake-our favorite spot in the woods, when my friend saw a frog on the water. Get it! She said. No way! I answered. But- you know friends, they don't always take no for an answer. So she gave me a nudge. When I came up from the water there was a frog sitting on the shore. And I couldn't help but laugh- uncontrollably. Just you wait, I said, your turn will come!",469,0.21,"My closest companion nudged me into the water. Let me describe how it started. We were perched by the lake's brink—our most cherished place amidst the trees, when my pal noticed a frog floating on the surface. Catch it! She exclaimed. Absolutely not! I retorted. However, you're aware how friends can be—they seldom accept a refusal. Thus, she prodded me slightly. Emerging from the water, I saw a frog perched on the bank. And I burst into laughter—helplessly. Just be patient, I declared, the time for your plunge is imminent!",528,0.1550702435196212
60fd36bd3daa2d81249f11b2,My friend pushed me into a lake. It was at a summer camp. We were all enjoying a peaceful afternoon. She had asked me to catch a frog. I had just sat down to eat my lunch. So I said no. Course friends don't always take no for an answer. So she crept up behind me. And pushed me into the lake. I saw on the shore a frog. Which she picked up. And handed to me. I couldn't help but laugh. Uncontrollably.,401,0.26,"My companion nudged me into the water. This occurred at a summer retreat. We were all relishing a serene afternoon. She requested that I grab a frog. I had just settled down to consume my meal. Thus, I declined. Of course, pals don't always accept a refusal. Hence, she stealthily approached from behind. And toppled me into the water. On the bank, I noticed a frog. Which she scooped up. And presented it to me. I found myself unable to suppress my laughter. Without control.",476,0.22559895639231092
5cc9bc7031164b00011997fa,"My best friend pushed me in to a lake. It was on our annual camping trip. She saw a frog by the shore but I didn't want to look at it because I wanted to eat my sandwich. When I was crouched down she came up behind me and gave me a nudge. I went in the water. When I emerged there was a frog on the shoreline. She scooped it up and handed it to me. I started to laugh uncontrollable and said ""Just you wait"" and ""you'll get yours"" about revenge.",445,0.23,"My closest companion nudged me into a body of water. This occurred during our yearly wilderness excursion. She spotted an amphibian near the water's edge but I had no interest in seeing it since I was focused on consuming my sandwich. As I knelt down she stealthily approached from behind and pushed me slightly. I ended up in the lake. Upon resurfacing a frog was present at the shore. She quickly grabbed it and presented it to me. I burst into uncontrollable laughter exclaiming, ""Just you wait"" hinting at impending retribution with ""you'll have your turn"".",561,0.17589226974739747
6447b97fcf178dac7047d45f,"Today my friend pushed me into a lake. We were on our annual summer camping trip. She asked me to catch a frog, but I was eating my sandwich. She wouldn't take no for an answer, and pushed me into the lake. As I came out of the water a frog landed next the lake; my friend picked it up and gave it to me. I couldn't help but laugh uncontrollably. Of course, the first thing I could think of was revenge. ""Just you wait"" I said,. ""You'll get your's soon enough!""",461,0.23,"This day, my companion shoved me into a body of water. It was during our yearly excursion into the wilderness. She challenged me to grab a frog, while I was in the midst of enjoying my sandwich. She persisted despite my refusal, and nudged me into the water. Emerging from the lake, a frog made its landing beside the water; my friend scooped it up and handed it over to me. I found myself laughing hysterically. Naturally, the initial thought that crossed my mind was payback. ""Just you wait,"" I warned her, ""Your turn will come soon enough!""",543,0.1745584920442541
5fae55f1c1b83f2c4d05540d,"I was on my annual camping trip with my friend, in our regular favorite spot. I was just sitting down eating my sandwich when my friend spotted a frog by the lake's edge. She dared me to catch it and I said no. But of course, with best friends, sometimes they don't take no for an answer. I was by the water edge when she snuck up behind me and pushed me in. She then picked up the frog and handed it to me and I laughed uncontrollably. Then I said to her ""look out you'll get yours eventually.""",495,0.23,"My friend and I were on our yearly wilderness outing, settled in our usual cherished location. I had just sat down to enjoy my sandwich as my friend noticed a frog near the shore of the lake. She challenged me to grab it to which I declined. However, with best friends, a 'no' often goes unheeded. I found myself at the water's brink when she stealthily approached from behind and gave me a nudge into the water. Afterwards, she scooped up the frog and presented it to me causing me to burst into fits of laughter. I then warned her, ""watch out, your time will come.""",567,0.17371525041647265
645be121a46b65188b41cdc3,"My best friend pushed me into the lake. This happened at our annual camping trip, at our favourite spot. She spotted a frog at the edge and asked me to catch it. I had just sat down to eat my sandwich and refused. 'Course, thats the thing about friends, they dont always take no for an answer. She snuck up behind me and pushed me into the water. When I came back up, there was a frog on the shore, which she simply scooped up and handed it to me. I couldnt let this go without some revenge, so I told her ""just you wait"". She laughed.",535,0.24,"My closest companion shoved me into the water. It occurred during our yearly wilderness excursion, at the spot we love most. She noticed a frog near the bank and requested that I grab it. I had only just settled down to enjoy my sandwich and I declined. Of course, that's how it is with friends, they don't always accept a refusal. She crept up on me from behind and nudged me into the lake. As I resurfaced, a frog was sitting by the water's edge, which she effortlessly picked up and presented it to me. I couldn't overlook this act without retaliation, so I warned her, ""your turn will come"". She burst into laughter.",620,0.19351256888259677
